-178.750,-77.0000,5.04768E-03,32128.7
-176.250,-77.0000,2.24318E-02,32128.7
-173.750,-77.0000,2.53902E-02,39113.5
-171.250,-77.0000,5.86083E-02,58934.0
-168.750,-77.0000,0.886519,179959.
-166.250,-77.0000,0.460672,692235.
-163.750,-77.0000,8.16516E-02,8815.86
-161.250,-77.0000,5.67409E-02,8815.86
-158.750,-77.0000,0.357408,46922.3
-156.250,-77.0000,6.79797E-07,6797.97
-153.750,-77.0000,5.41216E-07,5412.16
-151.250,-77.0000,0.123326,22358.5
-53.7500,-77.0000,0.114155,425468.
-51.2500,-77.0000,3.33344E-07,3333.44
-48.7500,-77.0000,6.66688E-08,666.688
-46.2500,-77.0000,7.53876E-02,18912.6
-43.7500,-77.0000,3.77306E-02,8815.86
-38.7500,-77.0000,1.76317E-06,17631.7
-36.2500,-77.0000,2.11149E-05,211149.
-33.7500,-77.0000,2.66675E-07,2666.75
-31.2500,-77.0000,2.22950E-05,222950.
166.250,-77.0000,5.58212E-02,10902.8
168.750,-77.0000,0.390376,104372.6
171.250,-77.0000,1.25701E-02,10763.4
173.750,-77.0000,8.81586E-07,8815.86
176.250,-77.0000,8.81586E-07,8815.86
178.750,-77.0000,0.276214,284435.
-146.250,-75.0000,2.25121E-06,22512.1
-143.750,-75.0000,1.54247E-07,1542.47
-141.250,-75.0000,1.79754E-06,17975.4
-138.750,-75.0000,4.15573E-06,41557.3
-56.2500,-75.0000,5.68018E-02,23326.1
-26.2500,-75.0000,1.56617E-06,15661.7
-23.7500,-75.0000,1.25402E-05,125402.
166.250,-75.0000,4.11252E-02,223916.
-133.750,-73.0000,3.93734E-06,39373.4
-131.250,-73.0000,5.45062E-07,5450.62
-128.750,-73.0000,0.334327,3856.16
-126.250,-73.0000,0.108822,36132.6
-123.750,-73.0000,3.30243E-06,33024.3
-121.250,-73.0000,3.38476E-06,33847.6
-118.750,-73.0000,3.46967E-06,34696.7
-116.250,-73.0000,0.266783,27827.0
-113.750,-73.0000,0.217963,38095.3
-111.250,-73.0000,1.54317E-06,15431.7
-108.750,-73.0000,1.01642E-05,101642.1
-106.250,-73.0000,7.84230E-07,7842.30
-103.7500,-73.0000,4.71742E-06,47174.2
-101.2500,-73.0000,1.52695E-05,152695.
-86.2500,-73.0000,5.01607E-06,50160.7
-83.7500,-73.0000,2.50803E-06,25080.3
-81.2500,-73.0000,5.20132E-06,52013.2
-56.2500,-73.0000,5.48224E-04,12066.5
-18.7500,-73.0000,3.49935E-07,3499.35
-16.2500,-73.0000,7.84248E-06,78424.8
171.250,-73.0000,1.90868E-02,11242.9
-101.2500,-71.0000,9.77378E-08,977.377
-98.7500,-71.0000,9.77378E-08,977.377
-96.2500,-71.0000,0.165301,101096.0
-93.7500,-71.0000,2.97116E-06,29711.6
